time,T_h_model,T_h_meas,T_h_assim,T_c_model,T_c_meas,T_c_assim,mdot_model,mdot_assim,dP_pump_mean
82.0,307.5768089225735,307.8797680478995,307.57734357360675,298.97016913216567,298.9512500513338,298.97056940724127,234.8736911981756,234.87369118492836,119463.30001846999
82.5,307.5119826184385,307.70342610428804,307.5112617502348,299.0297499510979,298.3640298763728,299.02898063247704,236.06507427071756,236.06507430869144,119143.84438087246
83.0,307.44685751982985,307.9544428270215,307.44802615223136,299.0877391519903,299.3057778106302,299.08870491309625,237.25325968746017,237.25325965660096,118824.10633195745
83.5,307.38457662732,308.1944056839092,307.38593400634335,299.1460549719092,299.1648692474777,299.1471162878077,238.43824445975585,238.4382444326046,118504.09554039886
84.0,307.3234258304067,306.3261899475196,307.3215350986569,299.20423733349764,299.36486611749405,299.2027855612029,239.62002602315613,239.62002605713795,118183.82188215062
84.5,307.2599786355848,307.04431329739816,307.26019845258907,299.25876726697186,299.6760595330688,299.259065187313,240.79860120853758,240.79860117094466,117863.29516037954
85.0,307.1995796533993,306.60834437216766,307.1979888875259,299.3138660490269,299.0240311477554,299.3125326055975,241.9739682908902,241.9739683259977,117542.52537597092
85.5,307.1382994158091,307.43879215340496,307.13910381051045,299.3671186017904,299.6956795764732,299.36779169573913,243.14612492063884,243.1461248882085,117221.52199494778
86.0,307.08033987492416,306.672251070031,307.0801857164511,299.42128849895647,299.77550608614615,299.42124876220294,244.31506880172853,244.31506878679897,116900.29478968235
86.5,307.0223403167244,307.2007581751093,307.0222029125138,299.47418416527455,299.43561240849334,299.4740307664355,245.48079801497113,245.4807980234814,116578.8533625367
87.0,306.9652706321256,306.6170449122912,306.96488502582156,299.52625584775944,299.418761728197,299.52596092592006,246.64330923916995,246.64330924081008,116257.20727882333
87.5,306.9088612686759,306.05270271461274,306.90814392189833,299.577841953088,299.70335142575277,299.5773112361027,247.80260186486507,247.8026018557817,115935.36646343202
88.0,306.8530282369466,307.8198680671322,306.8539751610195,299.62791949130275,299.0323972676297,299.6285748368021,248.95867410626656,248.95867415211487,115613.34005693943
